year,process_index,process_name,gwp_contribution,abs_contribution,coef_gwp,s
2077,649,"Petroleum refining, at refinery",143766702110.03903,143766702110.03903,0.011409594630995907,12600509199465.756
2078,543,"Forest residue, processed and loaded, at landing system",-2557362698465.967,2557362698465.967,-2051.0312025349444,1246866793.301452
2078,227,"Heat, Natural Gas",596818416892.184,596818416892.184,0.0602,9913927190900.066
2078,522,Plastic Incineration CO2 to the atmosphere,426267198134.8361,426267198134.8361,1.0,426267198134.8361
2078,541,Steam Cracker CO2 to the atmosphere,415900006871.552,415900006871.552,1.0,415900006871.552
2078,649,"Petroleum refining, at refinery",144827151967.54193,144827151967.54193,0.011409594630995907,12693452892191.004
2079,543,"Forest residue, processed and loaded, at landing system",-2573208005407.7744,2573208005407.7744,-2071.0312025349444,1242476695.7920117
2079,227,"Heat, Natural Gas",601791290874.89,601791290874.89,0.0602,9996533071011.463
2079,522,Plastic Incineration CO2 to the atmosphere,429388401468.4594,429388401468.4594,1.0,429388401468.4594
2079,541,Steam Cracker CO2 to the atmosphere,418945299808.896,418945299808.896,1.0,418945299808.896
2079,649,"Petroleum refining, at refinery",144310179447.37466,144310179447.37466,0.011409594630995907,12648142560239.082
2080,543,"Forest residue, processed and loaded, at landing system",-2616942692776.861,2616942692776.861,-2091.0312025349444,1251508198.2537405
2080,227,"Heat, Natural Gas",606165682397.349,606165682397.349,0.0602,10069197382015.764
2080,522,Plastic Incineration CO2 to the atmosphere,432509604802.0827,432509604802.0827,1.0,432509604802.0827
2080,541,Steam Cracker CO2 to the atmosphere,421990592746.24,421990592746.24,1.0,421990592746.24
2080,649,"Petroleum refining, at refinery",145359163098.60168,145359163098.60168,0.011409594630995907,12740081291206.553
2081,543,"Forest residue, processed and loaded, at landing system",-2655591273529.0444,2655591273529.0444,-2111.0312025349444,1257959271.440511
2081,227,"Heat, Natural Gas",609290247770.5272,609290247770.5272,0.0602,10121100461304.44
2081,522,Plastic Incineration CO2 to the atmosphere,434739035754.67065,434739035754.67065,1.0,434739035754.67065
2081,541,Steam Cracker CO2 to the atmosphere,424165801987.19995,424165801987.19995,1.0,424165801987.19995
2081,649,"Petroleum refining, at refinery",146108437135.19238,146108437135.19238,0.011409594630995907,12805751813326.172
2082,543,"Forest residue, processed and loaded, at landing system",-2665178010849.346,2665178010849.346,-2131.0312025349444,1250651800.7239938
2082,227,"Heat, Natural Gas",613028320268.2346,613028320268.2346,0.0602,10183194688841.107
2082,522,Plastic Incineration CO2 to the atmosphere,436968466707.2588,436968466707.2588,1.0,436968466707.2588
2082,541,Steam Cracker CO2 to the atmosphere,426341011228.16,426341011228.16,1.0,426341011228.16
2082,649,"Petroleum refining, at refinery",145252442293.15714,145252442293.15714,0.011409594630995907,12730727689356.875
2083,543,"Forest residue, processed and loaded, at landing system",-2703916511388.8706,2703916511388.8706,-2151.0312025349444,1257032677.2584064
2083,227,"Heat, Natural Gas",616156015779.8114,616156015779.8114,0.0602,10235149763784.242
2083,522,Plastic Incineration CO2 to the atmosphere,439197897659.8469,439197897659.8469,1.0,439197897659.8469
2083,541,Steam Cracker CO2 to the atmosphere,428516220469.12,428516220469.12,1.0,428516220469.12
2083,649,"Petroleum refining, at refinery",145993526182.40796,145993526182.40796,0.011409594630995907,12795680381649.514
2084,543,"Forest residue, processed and loaded, at landing system",-2742910246989.533,2742910246989.533,-2171.0312025349444,1263413553.792709
2084,227,"Heat, Natural Gas",619283711291.384,619283711291.384,0.0602,10287104838727.31
2084,522,Plastic Incineration CO2 to the atmosphere,441427328612.4348,441427328612.4348,1.0,441427328612.4348
2084,541,Steam Cracker CO2 to the atmosphere,430691429710.07996,430691429710.07996,1.0,430691429710.07996
2084,649,"Petroleum refining, at refinery",146734610071.65875,146734610071.65875,0.011409594630995907,12860633073942.15
2085,543,"Forest residue, processed and loaded, at landing system",-2751552409489.5303,2751552409489.5303,-2191.0312025349444,1255825296.4659212
2085,227,"Heat, Natural Gas",623034304342.6532,623034304342.6532,0.0602,10349407048881.283
2085,522,Plastic Incineration CO2 to the atmosphere,443656759565.023,443656759565.023,1.0,443656759565.023
2085,541,Steam Cracker CO2 to the atmosphere,432866638951.04,432866638951.04,1.0,432866638951.04
2085,649,"Petroleum refining, at refinery",145845854640.26373,145845854640.26373,0.011409594630995907,12782737630664.914
2086,543,"Forest residue, processed and loaded, at landing system",-2790622025546.5747,2790622025546.5747,-2211.0312025349444,1262135976.3476562
2086,227,"Heat, Natural Gas",626165129992.6163,626165129992.6163,0.0602,10401414119478.678
2086,522,Plastic Incineration CO2 to the atmosphere,445886190517.611,445886190517.611,1.0,445886190517.611
2086,541,Steam Cracker CO2 to the atmosphere,435041848192.0,435041848192.0,1.0,435041848192.0
2086,649,"Petroleum refining, at refinery",146578748382.17462,146578748382.17462,0.011409594630995907,12846972493130.566
2087,543,"Forest residue, processed and loaded, at landing system",-2829944068798.905,2829944068798.905,-2231.0312025349444,1268446656.2293987
2087,227,"Heat, Natural Gas",629295955642.5798,629295955642.5798,0.0602,10453421190076.078
2087,522,Plastic Incineration CO2 to the atmosphere,448115621470.1991,448115621470.1991,1.0,448115621470.1991
2087,541,Steam Cracker CO2 to the atmosphere,437217057432.95996,437217057432.95996,1.0,437217057432.95996
2087,649,"Petroleum refining, at refinery",147311642124.0855,147311642124.0855,0.011409594630995907,12911207355596.22
2088,543,"Forest residue, processed and loaded, at landing system",-2837599538487.045,2837599538487.045,-2251.0312025349444,1260577612.2923355
2088,227,"Heat, Natural Gas",633059069247.411,633059069247.411,0.0602,10515931382847.36
2088,522,Plastic Incineration CO2 to the atmosphere,450345052422.78705,450345052422.78705,1.0,450345052422.78705
2088,541,Steam Cracker CO2 to the atmosphere,439392266673.9199,439392266673.9199,1.0,439392266673.9199
2088,649,"Petroleum refining, at refinery",146390126103.33078,146390126103.33078,0.011409594630995907,12830440593011.047
2089,543,"Forest residue, processed and loaded, at landing system",-2876983422865.238,2876983422865.238,-2271.0312025349444,1266818095.5215077
2089,227,"Heat, Natural Gas",636193025035.7643,636193025035.7643,0.0602,10567990449099.074
2089,522,Plastic Incineration CO2 to the atmosphere,452574483375.37524,452574483375.37524,1.0,452574483375.37524
2089,541,Steam Cracker CO2 to the atmosphere,441567475914.88,441567475914.88,1.0,441567475914.88
2089,649,"Petroleum refining, at refinery",147114829697.90176,147114829697.90176,0.011409594630995907,12893957625649.719
2090,543,"Forest residue, processed and loaded, at landing system",-2916616926572.3467,2916616926572.3467,-2291.0312025349444,1273058578.7505705
2090,227,"Heat, Natural Gas",639326980824.1139,639326980824.1139,0.0602,10620049515350.73
2090,522,Plastic Incineration CO2 to the atmosphere,454803914327.9632,454803914327.9632,1.0,454803914327.9632
2090,541,Steam Cracker CO2 to the atmosphere,443742685155.83997,443742685155.83997,1.0,443742685155.83997
2090,649,"Petroleum refining, at refinery",147839533292.4727,147839533292.4727,0.011409594630995907,12957474658288.387
2091,543,"Forest residue, processed and loaded, at landing system",-2884348122044.4775,2884348122044.4775,-2311.0312025349444,1248078398.4572203
2091,227,"Heat, Natural Gas",642488206926.4962,642488206926.4962,0.0602,10672561576852.098
2091,522,Plastic Incineration CO2 to the atmosphere,456141572899.5161,456141572899.5161,1.0,456141572899.5161
2091,541,Steam Cracker CO2 to the atmosphere,445047810700.416,445047810700.416,1.0,445047810700.416
2091,649,"Petroleum refining, at refinery",144922947157.7165,144922947157.7165,0.011409594630995907,12701848912669.62
2092,543,"Forest residue, processed and loaded, at landing system",-2850687396894.754,2850687396894.754,-2331.0312025349444,1222929746.1976035
2092,227,"Heat, Natural Gas",645656945361.0111,645656945361.0111,0.0602,10725198427923.773
2092,522,Plastic Incineration CO2 to the atmosphere,457479231471.06885,457479231471.06885,1.0,457479231471.06885
2092,541,Steam Cracker CO2 to the atmosphere,446352936244.99194,446352936244.99194,1.0,446352936244.99194
2092,649,"Petroleum refining, at refinery",141986704669.34445,141986704669.34445,0.011409594630995907,12444500375466.09
2093,543,"Forest residue, processed and loaded, at landing system",-2849588747124.661,2849588747124.661,-2351.0312025349444,1212059093.0703764
2093,227,"Heat, Natural Gas",648189013646.912,648189013646.912,0.0602,10767259362905.516
2093,522,Plastic Incineration CO2 to the atmosphere,458816890042.62177,458816890042.62177,1.0,458816890042.62177
2093,541,Steam Cracker CO2 to the atmosphere,447658061789.568,447658061789.568,1.0,447658061789.568
2093,649,"Petroleum refining, at refinery",140716338149.9139,140716338149.9139,0.011409594630995907,12333158425071.166
2094,543,"Forest residue, processed and loaded, at landing system",-2813502648271.892,2813502648271.892,-2371.0312025349444,1186615614.869972
2094,227,"Heat, Natural Gas",651370898662.6675,651370898662.6675,0.0602,10820114595725.373
2094,522,Plastic Incineration CO2 to the atmosphere,460154548614.17456,460154548614.17456,1.0,460154548614.17456
2094,541,Steam Cracker CO2 to the atmosphere,448963187334.1439,448963187334.1439,1.0,448963187334.1439
2094,649,"Petroleum refining, at refinery",137745697042.71417,137745697042.71417,0.011409594630995907,12072795002594.303
2095,543,"Forest residue, processed and loaded, at landing system",-2775995988563.249,2775995988563.249,-2391.0312025349444,1161003664.7034004
2095,227,"Heat, Natural Gas",654560296010.5594,654560296010.5594,0.0602,10873094618115.605
2095,522,Plastic Incineration CO2 to the atmosphere,461492207185.7274,461492207185.7274,1.0,461492207185.7274
2095,541,Steam Cracker CO2 to the atmosphere,450268312878.72,450268312878.72,1.0,450268312878.72
2095,649,"Petroleum refining, at refinery",134755399581.89864,134755399581.89864,0.011409594630995907,11810708788532.68
2096,543,"Forest residue, processed and loaded, at landing system",-2737058659680.772,2737058659680.772,-2411.0312025349444,1135223242.570666
2096,227,"Heat, Natural Gas",657757205690.5886,657757205690.5886,0.0602,10926199430076.223
2096,522,Plastic Incineration CO2 to the atmosphere,462829865757.28015,462829865757.28015,1.0,462829865757.28015
2096,541,Steam Cracker CO2 to the atmosphere,451573438423.296,451573438423.296,1.0,451573438423.296
2096,33,"Open Burning, PP",132028345944.42589,132028345944.42589,1.9648979591836733,67193487238.023155
2097,543,"Forest residue, processed and loaded, at landing system",-2696680553306.2236,2696680553306.2236,-2431.0312025349444,1109274348.4716587
2097,227,"Heat, Natural Gas",660961627702.7511,660961627702.7511,0.0602,10979429031607.162
2097,522,Plastic Incineration CO2 to the atmosphere,464167524328.833,464167524328.833,1.0,464167524328.833
2097,541,Steam Cracker CO2 to the atmosphere,452878563967.87195,452878563967.87195,1.0,452878563967.87195
2097,33,"Open Burning, PP",132409930759.29417,132409930759.29417,1.9648979591836733,67387688068.19085
2098,543,"Forest residue, processed and loaded, at landing system",-2690776475108.802,2690776475108.802,-2451.0312025349444,1097814043.4629736
2098,227,"Heat, Natural Gas",663519989151.1351,663519989151.1351,0.0602,11021926730085.303
2098,522,Plastic Incineration CO2 to the atmosphere,465505182900.3859,465505182900.3859,1.0,465505182900.3859
2098,541,Steam Cracker CO2 to the atmosphere,454183689512.448,454183689512.448,1.0,454183689512.448
2098,33,"Open Burning, PP",132791515574.16248,132791515574.16248,1.9648979591836733,67581888898.35856
2099,543,"Forest residue, processed and loaded, at landing system",-2647883704889.402,2647883704889.402,-2471.0312025349444,1071570323.423286
2099,227,"Heat, Natural Gas",666737557744.5413,666737557744.5413,0.0602,11075374713364.473
2099,522,Plastic Incineration CO2 to the atmosphere,466842841471.9387,466842841471.9387,1.0,466842841471.9387
2099,541,Steam Cracker CO2 to the atmosphere,455488815057.0239,455488815057.0239,1.0,455488815057.0239
2099,33,"Open Burning, PP",133173100389.03075,133173100389.03075,1.9648979591836733,67776089728.526245
2100,543,"Forest residue, processed and loaded, at landing system",-2603521516943.9546,2603521516943.9546,-2491.0312025349444,1045158131.4174374
2100,227,"Heat, Natural Gas",669962638670.085,669962638670.085,0.0602,11128947486214.037
2100,522,Plastic Incineration CO2 to the atmosphere,468180500043.4916,468180500043.4916,1.0,468180500043.4916
2100,541,Steam Cracker CO2 to the atmosphere,456793940601.6,456793940601.6,1.0,456793940601.6
2100,33,"Open Burning, PP",133554685203.89903,133554685203.89903,1.9648979591836733,67970290558.69395
