index,is input,flow ID,flow name,flow category,flow unit,flow type,location ID,location name,location code
0,true,73c55a19-ecdc-3918-8dcb-8e6f7f1bf9bd,Other basic organic chemicals,Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,USD,product,,,
1,true,21b680dd-c1f7-3f23-a1f6-5d21826b609e,Other basic inorganic chemicals,Technosphere flows/31-33: Manufacturing/3251: Basic Chemical Manufacturing,USD,product,,,
2,true,50a0d929-36b0-3e1e-b44f-76b9ce75988c,Solid waste landfilling,Technosphere flows/56: Administrative and Support and Waste Management and Remediation Services/5622: Waste Treatment and Disposal,USD,product,,,
3,true,bf8686ae-c7db-3a2d-aa68-834c42aa6c10,Other nonresidential structures,Technosphere flows/23: Construction/2362: Nonresidential Building Construction,USD,product,,,
4,true,954c1b67-38a3-34e4-b2e5-3cad9eda6627,Ready-mix concrete,Technosphere flows/31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,USD,product,,,
5,true,eebfbb7a-3b71-3a98-9907-b38a49a6f756,Clay and ceramic products,Technosphere flows/31-33: Manufacturing/3271: Clay Product and Refractory Manufacturing,USD,product,,,
6,true,b9605c43-5ba8-3edb-8a05-5df2ac9d05bb,"Sand, gravel, clay, phosphate, other nonmetallic minerals","Technosphere flows/21: Mining, Quarrying, and Oil and Gas Extraction/2123: Nonmetallic Mineral Mining and Quarrying",USD,product,,,
7,true,583bfc0a-5269-3196-bda3-41809ae1d4a5,Construction machinery,"Technosphere flows/31-33: Manufacturing/3331: Agriculture, Construction, and Mining Machinery Manufacturing",USD,product,,,
8,true,f27b71ac-d4aa-3fae-9544-203037df3a67,"Copper, gold and silver concentrates",Technosphere flows/31-33: Manufacturing/3314: Nonferrous Metal (except Aluminum) Production and Processing,USD,product,,,
9,false,03693fb0-a5af-31a1-97a0-0ea691142d41,Sulfamethoxazole,Elementary flows/emission/ground,kg,elementary,,,
10,false,230ba5f8-952d-3149-8aab-3f0775cf3714,Chromium(III),Elementary flows/emission/ground,kg,elementary,,,
11,false,e27c743e-5c58-368b-8e34-3ed14e22204d,2-(4-chlorophenoxy)-2-methylpropanoic acid,Elementary flows/emission/ground,kg,elementary,,,
12,false,fc58ffbc-611b-32e7-8f39-05c03adca463,Estrone,Elementary flows/emission/ground,kg,elementary,,,
13,false,2fcab589-5082-352f-a334-dca1b13f4c23,"Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-",Elementary flows/emission/ground,kg,elementary,,,
14,false,4a53bf56-8b19-3e0b-b1d6-62baeffa84b1,Tris(2-chloroethyl) phosphate,Elementary flows/emission/ground,kg,elementary,,,
15,false,cda864bc-6be5-3d8e-9612-1e67ca303b3e,"N,N-Diethyl-m-toluamide",Elementary flows/emission/ground,kg,elementary,,,
16,false,5f14eca3-d275-3e16-ad4b-196b497db71b,"(3R,5R)-7-[2-(4-fluorophenyl)-4-[(2-hydroxyphenyl)carbamoyl]-3-phenyl-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",Elementary flows/emission/ground,kg,elementary,,,
17,false,aab83476-ec6c-3742-af85-15d320b7ce80,Methane,Elementary flows/emission/air,kg,elementary,,,
18,false,a7cfafd1-9f72-3032-a73e-2f27aabe2dfd,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,Elementary flows/emission/ground,kg,elementary,,,
19,false,8dc131b3-0bc6-3bf2-b840-04a967065886,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,Elementary flows/emission/ground,kg,elementary,,,
20,false,53f94d64-97d8-3b6b-be56-1f2c77b3727d,Diclofenac,Elementary flows/emission/ground,kg,elementary,,,
21,false,b056350f-5990-35d9-92f7-e72f9f67aa3b,Di-n-octyl phthalate,Elementary flows/emission/ground,kg,elementary,,,
22,false,c07513e0-da07-3572-8fba-b1f722e87a94,3-[bis(2-carboxyethyl)phosphanyl]propanoic acid,Elementary flows/emission/ground,kg,elementary,,,
23,false,5b817c0c-b187-3a20-8c63-d51522daaa77,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",Elementary flows/emission/ground,kg,elementary,,,
24,false,0e63906d-fa11-39b4-9347-7056a43bfe6a,"(3R,5R)-7-[2-(4-fluorophenyl)-4-[(4-hydroxyphenyl)carbamoyl]-3-phenyl-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",Elementary flows/emission/ground,kg,elementary,,,
25,false,cd9db1cd-b05c-3f2c-9f2d-53d06e5f1253,Triclosan,Elementary flows/emission/ground,kg,elementary,,,
26,false,2694c421-f246-3b1b-b8d2-e191c4fd7652,Atrazine,Elementary flows/emission/ground,kg,elementary,,,
27,false,5f1eb3e5-1f79-3fb1-9b0a-331111881b9b,Trimethoprim,Elementary flows/emission/ground,kg,elementary,,,
28,false,a5915eb2-88bc-3102-af95-ca0159420339,Cadmium(II),Elementary flows/emission/ground,kg,elementary,,,
29,false,146922d3-b36f-33ee-8ec3-7f60be57d5f6,"4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene",Elementary flows/emission/ground,kg,elementary,,,
30,false,65da1e90-87cb-3346-9694-2817556c7ef4,Iopromide,Elementary flows/emission/ground,kg,elementary,,,
31,false,cab5343e-3176-3366-ab38-c077159879c1,"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",Elementary flows/emission/ground,kg,elementary,,,
32,false,1b976b41-2653-33fe-bc1e-f0bb6b31cff7,Mercury(II),Elementary flows/emission/ground,kg,elementary,,,
33,false,1b4d33d4-6637-3f0d-bff5-1047a690f0c7,"1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone",Elementary flows/emission/ground,kg,elementary,,,
34,false,2c6649db-827a-3e60-877f-51ecbc4848ec,"1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone",Elementary flows/emission/ground,kg,elementary,,,
35,false,24541f68-d81a-3a8a-b0ca-bca0d5852ccb,Zinc(II),Elementary flows/emission/ground,kg,elementary,,,
36,false,21141567-3166-34c9-92e3-1fff41b8f480,Diuron,Elementary flows/emission/ground,kg,elementary,,,
37,false,f0d5bb01-d2e1-3430-89c7-f50fc9c131a3,Acetamide,Elementary flows/emission/ground,kg,elementary,,,
38,false,d7993089-40ad-33c7-a741-d39d43bf9a24,Butylated hydroxyanisole,Elementary flows/emission/ground,kg,elementary,,,
39,false,9d839146-33f5-3f5e-940c-80fc5f114232,"2,6-Di-tert-butyl-p-cresol",Elementary flows/emission/ground,kg,elementary,,,
40,false,0153272f-87a9-3542-b444-2d9555452d6e,Nonylphenol,Elementary flows/emission/ground,kg,elementary,,,
41,false,6c9ae5d6-82f1-38ac-9b53-f552f2420dbf,Butyl benzyl phthalate,Elementary flows/emission/ground,kg,elementary,,,
42,false,a68efb7c-5c88-3f1c-a486-1dd155d5844b,(2-hydroxy-4-methoxyphenyl)-phenylmethanone,Elementary flows/emission/ground,kg,elementary,,,
43,false,81aaf3cf-9e7d-3a57-a9cc-c99dfeed0af4,Triclocarban,Elementary flows/emission/ground,kg,elementary,,,
44,false,32198bf0-da59-39ad-87cb-fe396e9b7664,Nickel(II),Elementary flows/emission/ground,kg,elementary,,,
45,false,017c8306-03db-3803-a109-2a89bd61a405,"4,4'-Isopropylidenediphenol",Elementary flows/emission/ground,kg,elementary,,,
46,false,f4db08a5-1386-3b3c-8823-ca68a4ae78d6,"1-(6-tert-butyl-1,1-dimethyl-2,3-dihydroinden-4-yl)ethanone",Elementary flows/emission/ground,kg,elementary,,,
47,false,dd046011-1eed-3fe8-8b02-de94acac5b66,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",Elementary flows/emission/ground,kg,elementary,,,
48,false,4f41de61-8a09-32a3-96a8-e9eeb446a176,Copper(II),Elementary flows/emission/ground,kg,elementary,,,
49,false,c1339a34-352c-3152-9043-ee513a5f7c3a,Octylphenol,Elementary flows/emission/ground,kg,elementary,,,
50,false,c3d744a4-4710-3d92-8dcb-1b57766e412d,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,Elementary flows/emission/ground,kg,elementary,,,
51,false,84cd99c1-7991-3e2d-b411-5d684a047da3,Lead(II),Elementary flows/emission/ground,kg,elementary,,,
52,false,058caf49-82b9-3b14-abe6-a6f11be0b09b,Phenytoin,Elementary flows/emission/ground,kg,elementary,,,
53,false,7458b416-6e26-30eb-ab59-ec705f1ab47a,Carbamazepine,Elementary flows/emission/ground,kg,elementary,,,
54,false,03258b56-e70b-3c2d-a883-62e657fe8035,Gemfibrozil,Elementary flows/emission/ground,kg,elementary,,,
55,false,544faeec-c21f-3342-b68f-062e0660e506,4-Androstenedione,Elementary flows/emission/ground,kg,elementary,,,
56,false,69520c36-9831-3d76-8526-860932816ccd,"1-(1,1,2,3,3,6-hexamethyl-2H-inden-5-yl)ethanone",Elementary flows/emission/ground,kg,elementary,,,
57,false,d8b20c41-3455-3ca7-9a73-2f4b51cd0e34,Benzophenone,Elementary flows/emission/ground,kg,elementary,,,
58,false,6543ad83-d4c7-3798-a80f-0a6023299f77,Testosterone,Elementary flows/emission/ground,kg,elementary,,,
59,false,c005a078-5b32-383d-8b91-5221c6243464,Estradiol,Elementary flows/emission/ground,kg,elementary,,,
60,false,5a939c2b-cebf-3060-8862-4a8650caf6dd,"Particulate matter, ≤ 10μm",Elementary flows/emission/air,kg,elementary,,,
61,false,cfee0524-7ad6-300b-b050-6249135a2492,Nitrous oxide,Elementary flows/emission/air,kg,elementary,,,
62,false,187c525c-3715-388c-b303-a0671524a615,Carbon monoxide,Elementary flows/emission/air,kg,elementary,,,
63,false,4382ba18-dd21-3837-80b2-94283ef5490e,Nitrogen oxides,Elementary flows/emission/air,kg,elementary,,,
64,false,65b5d5dd-95b5-36b2-8cb0-7c5501ff1e32,Ammonia,Elementary flows/emission/air,kg,elementary,,,
65,false,f8cbcd43-8201-3b05-b19a-82d305414af4,Hydrogen sulfide,Elementary flows/emission/air,kg,elementary,,,
66,false,6f861846-1c4c-3fc9-a198-56b2d9abd83b,Volatile organic compounds,Elementary flows/emission/air,kg,elementary,,,
67,false,3bf6bb55-a2d2-36a1-988c-3caf0d73baf9,Polycyclic aromatic hydrocarbons,Elementary flows/emission/air,kg,elementary,,,
68,false,42e4c3cb-8468-3004-bd4b-19e6cbb81687,Sulfur oxides,Elementary flows/emission/air,kg,elementary,,,
69,false,786e8081-5f2e-3bab-9585-d0dba98ec7c3,Total suspended solids,Elementary flows/emission/water,kg,elementary,,,
70,false,b6f010fb-a764-3063-af2d-bcb8309a97b7,Carbon dioxide,Elementary flows/emission/air,kg,elementary,,,
71,false,565c5d1a-1e0e-35f3-82a0-4845c43d3dcf,Benzene,Elementary flows/emission/air,kg,elementary,,,
72,false,c33548d3-5ccc-39da-b434-3c558a178cfd,Manganese compounds,Elementary flows/emission/air,kg,elementary,,,
73,false,f9e94137-4a27-3973-a4d2-0d8bdafd2ade,Ethanol,Elementary flows/emission/air,kg,elementary,,,
74,false,f4973035-59f5-3bdc-b257-b274dcc04e0f,Sulfur dioxide,Elementary flows/emission/air,kg,elementary,,,
75,false,42b724c4-3782-350c-b290-ede340ab29d1,Titanium,Elementary flows/emission/air,kg,elementary,,,
76,false,49a9c581-7c83-36b0-b1bd-455ea4c665a6,"Particulate matter, ≤ 2.5μm",Elementary flows/emission/air,kg,elementary,,,
77,false,dba13345-758b-3464-81eb-3afafe6e646d,Chloride,Elementary flows/emission/air,kg,elementary,,,
78,false,1d2e1373-7ad1-314d-9b3c-42791c011378,Silicon,Elementary flows/emission/air,kg,elementary,,,
79,false,457411b2-4dac-3eb2-965d-97b60660afa2,"1,3-Butadiene",Elementary flows/emission/air,kg,elementary,,,
80,false,ba9cee15-a144-3c38-9a3b-36931d4e64e9,Acrolein,Elementary flows/emission/air,kg,elementary,,,
81,false,8d2c14d8-e9fa-38d6-8391-22837ddd7b07,Potassium,Elementary flows/emission/air,kg,elementary,,,
82,false,9f636dd5-fa7f-327a-b03b-0bdeddd1a229,"Organic carbon, PM2.5 LC",Elementary flows/emission/air,kg,elementary,,,
83,false,38b7760e-42fa-3d33-b91c-67d348d99097,Magnesium,Elementary flows/emission/air,kg,elementary,,,
84,false,b951e864-6e71-3edd-a41c-e41faa031f51,Sodium,Elementary flows/emission/air,kg,elementary,,,
85,false,09dc3fe9-7e57-321f-9e04-34375bf2a0b7,Acetaldehyde,Elementary flows/emission/air,kg,elementary,,,
86,false,a257b8d3-62dd-37ad-b429-73d96c97165c,Formaldehyde,Elementary flows/emission/air,kg,elementary,,,
87,false,7401407a-978a-355e-81db-826dc484dd4a,Iron,Elementary flows/emission/air,kg,elementary,,,
88,false,314e4cef-5385-3262-bdb6-a756c7817579,Aluminum,Elementary flows/emission/air,kg,elementary,,,
89,false,24248309-5f3a-3134-9227-e9084be9102d,Ammonium,Elementary flows/emission/air,kg,elementary,,,
90,false,02e71963-66c4-3d19-8c70-aeec2316762c,Nitrate,Elementary flows/emission/air,kg,elementary,,,
91,false,0cc4933c-23bb-3237-9077-c0db2e5aba21,Calcium,Elementary flows/emission/air,kg,elementary,,,
92,false,34e3e9d7-a951-3525-a73b-cfb3f74dbe97,Carbon black,Elementary flows/emission/air,kg,elementary,,,
93,false,2f1ba44b-e661-3677-81dd-ff0086adf2fe,Total Organic Carbon,Elementary flows/emission/air,kg,elementary,,,
94,true,d429b380-0dfd-3303-b50c-2384b8681651,Iron,Elementary flows/resource/ground/subterranean,kg,elementary,,,
95,false,a320e284-d276-3167-89b3-19d790081c08,"Particulate matter, > 2.5μm and ≤ 10μm",Elementary flows/emission/air,kg,elementary,,,
96,false,a7eb485a-5288-3bb8-aad2-ce1992ec92b8,"Particulate matter, > 10μm",Elementary flows/emission/air,kg,elementary,,,
97,false,adf210b8-8591-425f-ab5a-c46b89e0eaa6,"Disposal, refractory material, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
98,false,134672e2-bb82-3ecb-8cd8-e8adcc51c1fa,Carbon tetrachloride,Elementary flows/emission/water,kg,elementary,,,
99,true,05e0f085-1a54-3ee8-be53-8fac4dbfe421,Core wash and paste for aluminum casting,Technosphere flows/CUTOFF Flows,kg,product,,,
100,false,f7ebc6df-b3ee-30de-b6e8-c70e155854b3,Toluene,Elementary flows/emission/water,kg,elementary,,,
101,false,bcca50db-5baf-3651-8bf5-be707678591a,Di(2-ethylhexyl) adipate,Elementary flows/emission/air,kg,elementary,,,
102,true,56e59033-d900-3b83-9e38-959d7885b1bb,"Clay, at mine",Technosphere flows/CUTOFF Flows,kg,product,,,
103,true,e344d353-61b8-3be6-a2a5-fd5ee93d8a89,"Coal, bituminous",Elementary flows/resource/ground,MJ,elementary,,,
104,false,5a0f4337-3cdb-3484-84b4-67f1f5d0c113,Nickel,Elementary flows/emission/water,kg,elementary,,,
105,true,3b6b1e57-1423-3515-b136-14cb858f38f7,"Chemicals, unspecified, used for wastewater treatment",Technosphere flows/CUTOFF Flows,kg,product,,,
106,false,ceb19cad-78ed-3635-902c-d7ac03e5b830,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",Elementary flows/emission/air,kg,elementary,,,
107,false,04d6d3dd-ddba-389c-83f6-e5f4a8638828,Chromium compounds,Elementary flows/emission/air,kg,elementary,,,
108,true,6238e764-0f42-36dd-accf-04d0eea40a0c,"Recycled construction debris, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
109,false,bb342be5-7489-32b3-9d11-192b7f49758b,Diisocyanates,Elementary flows/emission/air,kg,elementary,,,
110,true,96ad9cfe-d563-33ca-8dbc-efe34aaaca0a,Sand,Elementary flows/resource/ground,kg,elementary,,,
111,true,93ccefc4-7a92-358d-a7ef-5cda90b4657b,"Adhesives and binders, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
112,true,1ac3ba8d-df84-3d83-a350-4665fcd05b50,Recycled refractory material,Technosphere flows/CUTOFF Flows,kg,product,,,
113,true,4bc506fa-2e8c-38fb-8c35-98baa9eb24f9,Recycled cardboard,Technosphere flows/CUTOFF Flows,kg,product,,,
114,false,cb4f150c-4cf5-416a-816c-91da62cb2992,"Disposal, biohazard waste, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
115,false,41f104ab-8f49-3924-9b57-98ed81cd54a0,Zinc,Elementary flows/emission/water,kg,elementary,,,
116,false,23aa5480-42a7-4c0c-ae0f-5d95e93e9637,"Disposal, lead containing waste, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
117,false,69ef8304-9821-462c-a765-652d22fdcbb9,"Disposal, grinding residue, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
118,true,33eb6a88-a7af-3d11-bb41-81083c4f2ac1,"Curing agent, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
119,false,ea1403e6-a4ce-3fe0-9d94-7df7ae84136e,Carbon disulfide,Elementary flows/emission/water,kg,elementary,,,
120,false,f654e940-5737-3bc7-9492-f163c47bfbd5,Zinc compounds,Elementary flows/emission/air,kg,elementary,,,
121,true,13f50f4e-6aee-34f6-b3af-20503373f75d,Limestone,Elementary flows/resource/ground,kg,elementary,,,
122,false,118ab408-621b-3e25-bfbf-9f040e5ce7ce,Isobutanol,Elementary flows/emission/water,kg,elementary,,,
123,false,39587969-515b-3599-a403-78c461a936eb,"Oils, unspecified",Elementary flows/emission/non-FEDEFL/water,kg,elementary,,,
124,false,dce9617d-7a15-32be-adcb-f01854016ebc,Cresol,Elementary flows/emission/water,kg,elementary,,,
125,false,233fa408-5db8-3c9a-aa2f-60dcb6d587e6,Copper compounds,Elementary flows/emission/air,kg,elementary,,,
126,false,598fd038-1a5b-432b-b8d1-07d5dd1b3e63,"Disposal, resins, unspecified, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
127,false,73dd9f37-cb13-48d9-ada1-5a7edf1e9d3b,"Disposal, empty pails and drums, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
128,false,5c12bffd-a02e-30b3-baf7-7d3d9e2dfa3b,CFC-12,Elementary flows/emission/water,kg,elementary,,,
129,false,ad362da4-86b8-3519-b904-d7f3be4328fe,Methanol,Elementary flows/emission/air,kg,elementary,,,
130,false,37ea99ef-1be1-38e3-b5f4-8bbe233b6843,"1,2,4-Trimethylbenzene",Elementary flows/emission/air,kg,elementary,,,
131,false,d8ee4bfd-61cc-44c1-8b6a-36a639b0af24,"Disposal, corrosive and toxic liquids, unspecified, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
132,false,e7e53ff6-c201-3e33-a8c0-00c7ea0ced99,Lead compounds,Elementary flows/emission/air,kg,elementary,,,
133,true,7ecc6ee6-69d3-3ee4-ba6b-4c6bea27f3c4,Core additives and catalyst for iron casting,Technosphere flows/CUTOFF Flows,kg,product,,,
134,false,c3aac8fe-04dd-4ca7-b335-0406feab793a,"Disposal, sand, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
135,false,db989bb6-a79a-35b1-aee9-2db77f60875a,Hydrogen cyanide,Elementary flows/emission/water,kg,elementary,,,
136,false,eec36aa7-2df6-36c3-9a07-500c4bbf62a9,Chlorobenzene,Elementary flows/emission/water,kg,elementary,,,
137,true,9c51f3b9-90f4-39f7-b33f-14cc1657d4e1,Recycled rubber,Technosphere flows/CUTOFF Flows,kg,product,,,
138,false,f6b57578-340d-3e52-b6af-3c663b091fff,"Phenol, 2-methoxy-4-methyl-",Elementary flows/emission/water,kg,elementary,,,
139,false,a58df7ff-b222-34c4-8fc0-2dddf59c933d,Copper(I),Elementary flows/emission/water,kg,elementary,,,
140,false,b13d5170-0f62-30e2-9c10-ddde89b2d2b1,Mercury compounds,Elementary flows/emission/air,kg,elementary,,,
141,false,ebf3aeb4-7a46-3029-a8f8-83d68f4d4ce5,Naphthalene,Elementary flows/emission/air,kg,elementary,,,
142,true,6ce816f5-2917-3fb2-be40-5edf2d77acf3,"Alloying metals and additives, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
143,true,adc79a99-03bc-3f30-8e32-3fded81f5b76,"Recycled wood waste, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
144,false,6430f8c1-2c42-408e-9265-b066613cc17a,"Disposal, contaminated carbon, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
145,false,547976a9-cb16-4c41-99b6-c575f5e266de,"Disposal, acid pickling waste, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
146,false,41c0a913-a76b-4777-9e9a-7dd5845d833c,"Disposal, sludge, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
147,false,f8204689-71e9-3275-85f4-66c4112e5511,Lead,Elementary flows/emission/water,kg,elementary,,,
148,true,29249dc2-6692-3d13-97a8-4369125e8156,"TEA gas, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
149,false,5905f568-b472-3e56-9f96-d41c33f34ef7,Chromium(III),Elementary flows/emission/water,kg,elementary,,,
150,true,b62daf19-4352-394e-a1e2-28d3227b021c,"Shot blast, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
151,true,541d0030-9f63-3ae8-acc5-5d35be0a4b0f,"TEA gas scrubber, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
152,false,aef9d0ff-6482-3b1d-a53e-4d738bdcd9b1,Xylene,Elementary flows/emission/air,kg,elementary,,,
153,false,df346863-dba8-49d0-8df8-50897a05b88f,"Disposal, petroleum based wastes, unspecified, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
154,true,71013162-ee53-3d6a-9089-40391353e875,"Recycled municipal solid wastes, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
155,false,02a0abf5-cb7b-3716-9e7d-a80749b8e7c9,Phenyl isocyanate,Elementary flows/emission/air,kg,elementary,,,
156,false,3b66fd84-6bf2-3a57-bd4c-f779d71fee69,Cyanide,Elementary flows/emission/water,kg,elementary,,,
157,false,97579b43-89d0-3857-9911-d6dd6d28b024,N-Methyl-2-pyrrolidone,Elementary flows/emission/air,kg,elementary,,,
158,true,ac9f972d-6835-35c6-bbc1-b5008f066e68,"Recycled petroleum based wastes, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
159,false,23bc29c9-5fa5-3269-b560-1d4b7a20842d,"1,1,1-Trichloroethane",Elementary flows/emission/water,kg,elementary,,,
160,false,0838fbf7-0add-3353-ba9a-b187edeb85d6,Sulfuric acid,Elementary flows/emission/air,kg,elementary,,,
161,true,3a201620-b6a0-3c82-bd97-e32d01683a45,"Metallurgical coke, combusted in industrial boiler",Technosphere flows/CUTOFF Flows,kg,product,,,
162,false,f5a53702-66dc-3a71-be2c-58deadbe1dc1,Phosphoric acid,Elementary flows/emission/air,kg,elementary,,,
163,false,8929cc75-0d98-480c-a17e-3ff563dc5a81,"Disposal, baghouse dust, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
164,false,a288d284-901c-36e8-83a8-b4a7f64bfdbb,Triethylamine,Elementary flows/emission/air,kg,elementary,,,
165,true,e47a831a-40a8-381a-bc31-368f4f6e2d70,"Release agent, unspecified, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
166,false,ab672c54-c7bf-48e1-bfa8-abbbc506b188,"Disposal, rubber, to sanitary landfill",Technosphere flows/CUTOFF Flows/CUTOFF Waste Flows,kg,waste,,,
167,true,afa880a0-c577-3a98-a745-0073b51f5969,"Refractory material, unspecified, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
168,false,c3ff0a51-912f-3024-ad17-f52074cfd989,Cadmium(II),Elementary flows/emission/water,kg,elementary,,,
169,true,f33bee76-de28-3da6-a2a4-e0e66675c7da,"Recycled baghouse dust, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
170,true,6d0bea3a-d915-3d7f-8730-24e39c4a2696,"Ceramic filters, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
171,false,222a86c7-0134-3761-8eeb-a5c8a2947ca6,Isopropanol,Elementary flows/emission/air,kg,elementary,,,
172,true,ee45a5e2-4278-3874-8c99-2fee9a994541,"Recycled biohazard waste, unspecified",Technosphere flows/CUTOFF Flows,kg,product,,,
173,false,9c5f3999-7544-3f7b-b815-c65f26e8edfa,Nitrobenzene,Elementary flows/emission/water,kg,elementary,,,
174,true,af1cb8e1-9ab5-302e-a5ec-ee74e4bfa796,"Carbon dioxide, liquid, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
175,false,3f72fe9c-b003-38ee-b8d2-13a84f60506c,Toluene,Elementary flows/emission/air,kg,elementary,,,
176,false,af9a1ea0-92aa-3f85-8563-5c21c65b1252,Methylene chloride,Elementary flows/emission/water,kg,elementary,,,
177,true,c5dc8df5-9104-38d8-a36d-b8bcc70636d3,Recycled batteries,Technosphere flows/CUTOFF Flows,kg,product,,,
178,false,53ebe715-1465-358f-9e31-ae55956903d1,Chromium(VI),Elementary flows/emission/water,kg,elementary,,,
179,true,dedb7007-3a85-3f32-a800-9b274c3fad99,"Nitrogen, at plant",Technosphere flows/CUTOFF Flows,kg,product,,,
180,false,d9d3dec9-f636-377d-a044-6b21d995c978,Nickel compounds,Elementary flows/emission/air,kg,elementary,,,
181,false,94fa15b7-6d89-34d9-a473-c9cfcf457c7d,Isocyanic acid,Elementary flows/emission/air,kg,elementary,,,
182,false,bf688e2e-ac31-3441-b17c-c8ab06c188c6,Methyl ethyl ketone,Elementary flows/emission/water,kg,elementary,,,
183,false,82fcc18d-8502-385b-8749-17b8f19fd177,Phenol,Elementary flows/emission/water,kg,elementary,,,
184,false,2b8613fe-c7db-355d-9754-baebbc92512f,Aluminum,Elementary flows/emission/water,kg,elementary,,,
185,false,2b61d376-c8c2-31ae-9c19-9b8b958c74dd,Iron,Elementary flows/emission/water,kg,elementary,,,
186,false,f6696716-3d44-38fe-8ef2-8f4284367cd1,Ethylene glycol,Elementary flows/emission/air,kg,elementary,,,
187,false,45880be9-788f-387b-8b1b-c38615cc48e2,Phenol,Elementary flows/emission/air,kg,elementary,,,
188,true,4f5fcf07-3aba-3e29-b66c-b570b3590c28,Recycled fluorescent tubes and other mercury-containing wastes,Technosphere flows/CUTOFF Flows,kg,product,,,
189,false,00445e42-66fe-3cab-b7a7-3634eaead3a4,Uranium,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
190,false,85021539-a132-31c3-baab-dd917b42529e,Tin,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
191,false,7a4d317f-256d-3438-8a96-90ece2935d31,Acetic acid,Elementary flows/emission/air,kg,elementary,,,
192,false,0950274b-38ce-3248-8f61-2dba9026bf8f,Dissolved Organic Carbon,Elementary flows/emission/water,kg,elementary,,,
193,false,9afdd2c1-9b05-3de5-a6ba-eb95948a71fa,Thallium,Elementary flows/emission/air,kg,elementary,,,
194,false,1aaa4326-5c2e-31c5-be81-f856b4e424b1,Hydrogen,Elementary flows/emission/air,MJ,elementary,,,
195,false,8247ce61-e8c3-378e-97c9-1bc905a8757e,Beryllium,Elementary flows/emission/ground/human-dominated/industrial,kg,elementary,,,
