index,is input,flow ID,flow name,flow category,flow unit,flow type,location ID,location name,location code
1947,false,ae949cd2-45b1-39fb-9c52-943019cdba9b,Styrene,Elementary flows/emission/water,kg,elementary,,,
1948,false,376cbb78-eb15-3275-a330-131bce7b3434,Lanthanum-140,Elementary flows/emission/water,kBq,elementary,,,
1949,false,a1197654-ac6b-3ab4-a7ae-c8e378d23a09,Arsenic,Elementary flows/emission/water/fresh water body/lake,kg,elementary,,,
1950,false,aca2057c-1546-3cf3-9e6a-a507791f2456,Ethylenediamine,Elementary flows/emission/air,kg,elementary,,,
1951,false,0d57875c-cada-3c40-bc73-37035e91e1ec,Oxamyl,Elementary flows/emission/water,kg,elementary,,,
1952,false,3faa5742-b350-3b07-802d-2fb6fce60080,Propamocarb,Elementary flows/emission/air,kg,elementary,,,
1953,false,ffcaa1c7-94fe-3ff7-9d97-ed30648848fe,Potassium-40,Elementary flows/emission/water/subterranean/fresh water body,kBq,elementary,,,
1954,false,c6cde609-8b8a-3d35-943f-fcfc590ea123,Selenium,Elementary flows/emission/water/subterranean,kg,elementary,,,
1955,false,66362475-a556-31aa-8a87-5553017bc2b7,Arsenic,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
1956,false,c85cceac-e848-353a-bb02-194324ee8ba9,Zirconium-95,Elementary flows/emission/ground,kBq,elementary,,,
1957,false,857d66eb-2471-3814-a3f6-e2b004ce22f6,Tin,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
1958,false,a975efda-5fb3-38a9-8d3f-212606aa853f,m-Xylene,Elementary flows/emission/water,kg,elementary,,,
1959,false,e0bed36b-a4f7-3b86-b8fb-a44499ea8aac,1-Propanol,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
1960,false,34d5e88a-73e4-3f0a-abb5-25e5de6f266c,Total suspended solids,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
1961,false,016408d1-04fa-36a1-babb-0424a77dd8b5,Triethylene glycol,Elementary flows/emission/water/saline water body/ocean,kg,elementary,,,
1962,false,b7e3bbe6-99aa-32fc-b0a4-7d38e754b55d,Azoxystrobin,Elementary flows/emission/air,kg,elementary,,,
1963,false,2a09b616-e2e7-3281-9ad3-47f22c2f62e8,Napropamide,Elementary flows/emission/water,kg,elementary,,,
1964,false,7458813b-3bd3-3f38-8227-74d8e8826d14,Krypton-88,Elementary flows/emission/air/troposphere/rural,kBq,elementary,,,
1965,false,4ed2e51a-4257-3bdc-8032-813489d889ea,1-Pentanol,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
1966,false,c88361a4-ab02-36cc-abc7-abaede2d647c,Arsenic,Elementary flows/emission/air/stratosphere,kg,elementary,,,
1967,false,7dc937e1-56e9-323f-8aa2-7aadad8990ba,Bromoxynil,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
1968,false,a3d33ea6-76e3-37fc-b15e-1120f4128b10,Dibenzofuran,Elementary flows/emission/water,kg,elementary,,,
1969,false,7767aefb-7b1e-3c05-89bb-269517bd1662,Scandium,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
1970,false,a1605b68-bd20-3e9c-891e-6f5aae55d731,Benomyl,Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
1971,false,6d05227d-4a8f-3055-94e4-7a66b8aa7509,Radium-228,Elementary flows/emission/air/troposphere/urban,kBq,elementary,,,
1972,false,e97a012b-2d8f-31b3-9882-be612d30225c,p-Methoxyphenol,Elementary flows/emission/air,kg,elementary,,,
1973,false,9029e40d-6bfd-381b-9016-057098e1b09e,Methylamine,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
1974,false,56b87958-b1e0-3cdc-a706-b715e04e2506,2-Methyl-2-butene,Elementary flows/emission/air/troposphere/high,kg,elementary,,,
1975,false,b6546ff7-0bf9-3866-8335-01aa38b3e8b0,Hexadecane,Elementary flows/emission/water,kg,elementary,,,
1976,false,9c3e7b01-ed9f-3968-91ba-0d4b2507eb39,Tin,Elementary flows/emission/air/stratosphere,kg,elementary,,,
1977,false,e5921e52-4ec8-3c0e-af0b-2c311d5321a7,"3,4-Dichloro-1-butene",Elementary flows/emission/water,kg,elementary,,,
1978,false,8ae2c151-4eb9-34cd-b2c0-309c62e658fb,Oxamyl,Elementary flows/emission/ground,kg,elementary,,,
1979,false,754c2cec-4857-36dc-abed-229d8aa91de7,Zinc-65,Elementary flows/emission/water/fresh water body/river,kBq,elementary,,,
1980,false,3c4c9fc3-0410-3718-9dd2-aebd8c5fde99,Oxamyl,Elementary flows/emission/air,kg,elementary,,,
1981,false,3ef558de-6c03-3666-bfde-630bad957940,Decane,Elementary flows/emission/ground/human-dominated/industrial,kg,elementary,,,
1982,false,63616bae-2423-3b22-a4fc-05d8b7a349e8,"Noble gases, radioactive, unspecified",Elementary flows/emission/water/saline water body/ocean,kBq,elementary,,,
1983,false,98b4a1e7-bda4-31ef-a1ae-45edc475eb5a,Cobalt compounds,Elementary flows/emission/ground,kg,elementary,,,
1984,false,c66c0b20-f9a2-39eb-91fd-b8aa5d8c436d,Radon-222,Elementary flows/emission/air/troposphere/urban,kBq,elementary,,,
1985,false,1d80200a-44ec-3ef6-8af6-116e0818139d,Thorium-228,Elementary flows/emission/water,kBq,elementary,,,
1986,false,5861cfb2-7893-34cd-bfbc-83da06390602,Benzo[k]fluoranthene,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
1987,false,75fabf4e-95a9-3ac7-8fc1-461bf443ef11,Fluorine,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
1988,false,ee8d0c48-1ea1-3429-8b07-66766abf0dd3,Aclonifen,Elementary flows/emission/water,kg,elementary,,,
1989,false,34b0a17b-c9a3-3753-838a-5c34aa1503cc,Cadmium,Elementary flows/emission/air/stratosphere,kg,elementary,,,
1990,false,a4dc2e9d-7951-3da0-a833-d11e205d0fa1,Hydrogen cyanide,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
1991,false,1d7d51a2-9992-38ce-834d-d44ed334c1d0,Iodide,Elementary flows/emission/water/saline water body/ocean,kg,elementary,,,
1992,false,e3979adf-7176-3e52-940c-c957096d02ee,Ethylenediamine,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
1993,false,e40d71ac-a5be-34ac-af2c-b6edb356d942,Bromine,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
1994,false,1bc7bc37-0621-37b7-a725-d7657057717e,Selenium compounds,Elementary flows/emission/ground,kg,elementary,,,
1995,false,d2e3f46d-fe29-397f-bfab-5a6c01ad55a8,Tin,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
1996,false,0c8c152b-e019-3086-8e08-3c224b91373b,Aniline,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
1997,false,f3fc617b-37c1-30cf-98c1-90db97d896cd,Acetaldehyde,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
1998,false,5a765588-4824-3c67-ba0b-60ede2c671d6,Boron trifluoride,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
1999,false,e18d2152-2f11-3143-acfc-9911c4b54f5e,Benzene,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2000,false,1b903dc5-d279-3144-a3e5-72dfeb19f876,"2,4-D",Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
2001,false,efd64017-ff6e-3c09-945d-623965d648fc,Propylene oxide,Elementary flows/emission/water,kg,elementary,,,
2002,false,bf073873-5100-3546-aee6-d21dbd90d384,"2,4-D",Elementary flows/emission/water,kg,elementary,,,
2003,false,7e1448f4-4b82-3671-824c-a599cebf9849,Lead-210,Elementary flows/emission/water/fresh water body/river,kBq,elementary,,,
2004,false,1bdf88f3-9b77-30c2-9d5b-eefe99cddf27,Zirconium-95,Elementary flows/emission/air,kBq,elementary,,,
2005,false,95c6c2dd-6801-3470-b539-d932657c5a49,Tritium,Elementary flows/emission/water/subterranean,kBq,elementary,,,
2006,false,eeebb8b4-b688-30bd-83a7-7c8d5888f377,Methyl lactate,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2007,false,cfe70b0d-7391-3d86-bc35-e9c5e24da18e,"Silane, tetrachloro-",Elementary flows/emission/air,kg,elementary,,,
2008,false,b76a1d50-5ce5-36fb-a450-5a78a6719db0,"Benzene, 1-butyl-2-methyl-",Elementary flows/emission/air/troposphere/high,kg,elementary,,,
2009,false,4aa04488-3e7a-359c-8470-5d463370b781,Fluosilicic acid,Elementary flows/emission/air,kg,elementary,,,
2010,false,22dd163e-2911-3f45-a6ef-81cb8c86cf33,"2,3,7,8-Tetrachlorodibenzo-p-dioxin",Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2011,false,7f780ae0-df04-38f7-9589-a578bbe7043b,Hydrogen peroxide,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2012,false,f95a65ae-f63c-39be-a86a-cb9b547b781b,Molybdenum,Elementary flows/emission/water,kg,elementary,,,
2013,false,10c08caa-028c-3178-95ec-f1230b84d1ba,Fluosilicic acid,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2014,false,1f96ace5-cd65-3075-9d18-0db2fff6163f,Methane,Elementary flows/emission/air/troposphere/high,kg,elementary,,,
2015,true,72e54433-a3d9-348d-aac4-684499fea92b,Bentonite,Elementary flows/resource/ground,kg,elementary,,,
2016,false,338e8fd2-6185-3138-ad9c-2ae556f01faf,Propylamine,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2017,false,332c4a50-c9c2-3987-a4e9-e633c3955f53,Napropamide,Elementary flows/emission/ground,kg,elementary,,,
2018,false,9000c624-3a9d-3476-abfe-bac5217bcc3a,Radon-222,Elementary flows/emission/air/troposphere/rural,kBq,elementary,,,
2019,false,45918aba-0a43-359b-8ae0-033ecf560d56,Hypochlorite,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2020,false,6b851f6d-b69d-3664-a295-15970b644d39,Silicon,Elementary flows/emission/water/saline water body/ocean,kg,elementary,,,
2021,false,ffa1a6b3-3129-3931-9b11-20414e3a87aa,Trimethylamine,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2022,false,cb1cb479-023f-3875-9429-e2ec70e9b983,Tin,Elementary flows/emission/ground,kg,elementary,,,
2023,false,6f1b0896-f4b4-3017-b5f2-a0b9cd83a02a,Metolachlor,Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
2024,false,2577fb34-78af-3a5e-925b-c5efddb181ae,Chloromethane,Elementary flows/emission/water/subterranean,kg,elementary,,,
2025,false,ac272820-2f03-3c80-a84d-ab538dc345cc,Carbon disulfide,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2026,false,ee416bf3-f3cf-360a-a270-7ee63e51348e,Thorium-228,Elementary flows/emission/air/troposphere/urban,kBq,elementary,,,
2027,false,8046bbc0-da6a-36fc-92f4-5959467e3c22,Ethane,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2028,false,30a189e8-c3c0-3560-9e7c-4fd3c1b98d34,Nitrobenzene,Elementary flows/emission/air,kg,elementary,,,
2029,false,7e170699-e76f-3da8-b85c-2024062a01c0,Silver,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2030,false,13335c79-b858-3678-93c9-26c7d3ee6f71,Methyl formate,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2031,false,3efad51e-9c16-38ed-ac61-1c75af400df4,"1,2,3,7,8,9-Hexachlorodibenzofuran",Elementary flows/emission/air,kg,elementary,,,
2032,false,b25a1013-d910-3827-981a-1d943d2c0cd1,Hexadecane,Elementary flows/emission/air,kg,elementary,,,
2033,false,1987c1cb-368e-31b2-805a-208b15019ab8,Thorium-234,Elementary flows/emission/water/subterranean/fresh water body,kBq,elementary,,,
2034,false,217a8343-2afd-3588-a873-cd15e89d07a1,Carbonyl sulfide,Elementary flows/emission/air,kg,elementary,,,
2035,false,2a94631a-7ac6-3fe0-b2fb-bbc4d767d423,Manganese compounds,Elementary flows/emission/ground,kg,elementary,,,
2036,false,6884c0e2-f3e0-3810-ba51-2ed6ac6b8430,C5 alkenes,Elementary flows/emission/air,kg,elementary,,,
2037,false,4c452bdc-4389-3f07-9afb-2bc4d446c43f,Dibenzofuran,Elementary flows/emission/ground,kg,elementary,,,
2038,false,f8751203-0077-3056-83ee-aa69b7e6c754,Chlorobenzene,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2039,false,8e880bf8-6567-3247-afb3-52a7b6c8ab5a,p-Xylene,Elementary flows/emission/water,kg,elementary,,,
2040,false,73cd9398-29ee-358a-b861-d2ee61250ca9,Acetylene,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2041,false,71a09a1c-b99c-3d23-9cde-eb108b0a682c,Mancozeb,Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
2042,false,a113cbbb-4b4b-3833-8c21-25131e21ab70,Isocyanic acid,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2043,false,2180b46b-b0fe-3de9-9fa7-d45daf0f9085,Metaldehyde,Elementary flows/emission/ground,kg,elementary,,,
2044,false,9d11dd17-1d91-320b-b731-f67c2a88bbe7,Zinc-65,Elementary flows/emission/air/troposphere/rural,kBq,elementary,,,
2045,false,f645865c-4fef-3d2f-9144-4c11a8822097,Metolachlor,Elementary flows/emission/ground,kg,elementary,,,
2046,false,0a0026f6-bebf-332e-8dd3-616a6d4e9e1b,Perylene,Elementary flows/emission/air,kg,elementary,,,
2047,false,409f63a7-3591-31cf-9645-1812decf3209,Chromium-51,Elementary flows/emission/air,kBq,elementary,,,
2048,false,71a07160-4ecc-3056-8e1a-2598a62db1a5,Cobalt compounds,Elementary flows/emission/water,kg,elementary,,,
2049,false,0a9c91a2-3a9b-318c-a87a-4138ba2ae034,Potassium-40,Elementary flows/emission/air/troposphere/rural,kBq,elementary,,,
2050,false,8b05b218-b5e0-3844-bb36-dba984f47057,Epoxiconazole,Elementary flows/emission/ground,kg,elementary,,,
2051,false,df9ed90d-0e23-3c52-85f7-a4f333b5dea3,Isoprene,Elementary flows/emission/air,kg,elementary,,,
2052,false,001c3c30-cdb8-341e-abf7-98316be60db5,Kojic acid,Elementary flows/emission/water,kg,elementary,,,
2053,false,b877ae88-538c-38f8-8b68-7980e5bac22b,Chemical Oxygen Demand,Elementary flows/emission/water/subterranean,kg,elementary,,,
2054,false,022be312-8136-3a9e-8bd0-304ae4a7a01c,Hypochlorite,Elementary flows/emission/water/saline water body/ocean,kg,elementary,,,
2055,false,beef909d-127b-36b7-bcac-ce1f40fe6fc3,"Ethane, 1,2-dibromo-1,1,2-trifluoro-",Elementary flows/emission/air,kg,elementary,,,
2056,false,6c4a3f12-9102-3b70-8770-44ac0f129251,n-Butyl acetate,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2057,false,224e47eb-4483-3a1c-b0ec-83d8a39d6041,Lithium,Elementary flows/emission/water,kg,elementary,,,
2058,false,7b5601ee-a0d5-3a58-9708-a61627b6e412,Acetylene,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2059,false,84726b95-b352-3807-87c6-e6dd2165932c,Ammonium carbonate,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2060,false,93825345-1c8c-3b74-8254-c6eba43a9c6e,"Benzene, 1,2-dichloro-4-methyl-",Elementary flows/emission/air/troposphere/high,kg,elementary,,,
2061,false,618fb26c-226e-3b59-8918-324468903c24,Benzal chloride,Elementary flows/emission/air,kg,elementary,,,
2062,false,fed81ffb-5d78-3f59-9f31-8034484a8d54,Chloroethane,Elementary flows/emission/water/subterranean,kg,elementary,,,
2063,false,9fc446f3-c271-3bba-be54-289d2753181a,Decane,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2064,false,25045a33-212b-3680-877b-add3bee5fd74,"3,3'-Dimethylbenzidine",Elementary flows/emission/air,kg,elementary,,,
2065,false,b4c094ec-a1fe-3f0e-9d52-1944a346f777,Aluminum,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2066,false,1fa3bc7e-2a0f-32c1-b315-7ff396b1fc04,Ethylene,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2067,false,d8cc74fd-dec4-3720-95d3-086d9616a67b,Adsorbable organic halides,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2068,false,c8105d36-b64a-3b20-92bb-0208703c96a4,Acetonitrile,Elementary flows/emission/air,kg,elementary,,,
2069,false,6051a1f6-90e3-3231-b4e6-fdd69c961129,Thallium,Elementary flows/emission/water,kg,elementary,,,
2070,false,74992ee4-5589-3cfc-a4eb-ecfee3fe132e,Acenaphthylene,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2071,false,ca35bb76-54c3-390f-a40b-bdc8da09a36f,Azadirachtin A,Elementary flows/emission/air,kg,elementary,,,
2072,false,6c911413-83fd-3eaf-bcd9-1cac5da84ac9,Propionaldehyde,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2073,false,f117b6e6-7e3d-3470-90b8-36f171ad4c14,Acenaphthene,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2074,false,0b37e190-a2e1-38f9-9aaf-546567458a5f,Barium,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2075,false,dad2ec46-c029-375e-8aba-f866e0e7208e,Monocrotophos,Elementary flows/emission/water,kg,elementary,,,
2076,false,770fdf53-4300-3246-a9d0-94fe00ee8592,Chromium(VI),Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2077,false,537c1103-3b1b-3496-8739-1a80f8764bbb,Zirconium,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2078,false,c6b074e3-e4e4-3f85-a96f-769bd5ea9b9e,.gamma.-Butyrolactone,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2079,true,17f224af-6c5a-39df-892e-ea4c10be928a,Uranium oxide,Elementary flows/resource/ground,MJ,elementary,,,
2080,false,7c8db4fd-8fd7-3fb6-8a03-242cea263d71,Strontium-90,Elementary flows/emission/water/subterranean/fresh water body,kBq,elementary,,,
2081,false,8de31834-cc5b-3e04-86c0-09db668a9fd8,Chemical Oxygen Demand,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2082,false,c05b9f27-077b-349e-8aba-7daa9302dad0,Cadmium,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2083,false,f92e59c6-9471-3283-bc87-fd3f02fb0e48,Potassium,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2084,false,829eea7a-ce85-32fe-85bb-d1a1ed0c66e4,Sulfuric acid,Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
2085,false,d6499c68-fb53-3ad8-ba19-1e40834b4fc7,Cadmium compounds,Elementary flows/emission/water,kg,elementary,,,
2086,false,c0dc1f37-3c7d-3785-bf2f-cb9f8d474839,Trifluoro(fluoromethoxy)methane,Elementary flows/emission/air,kg,elementary,,,
2087,false,fdc21e68-8634-342f-ada6-b21072d2865b,Folpet,Elementary flows/emission/ground,kg,elementary,,,
2088,false,f04bdc59-0f29-3c7f-956c-53b0003b37e7,Isoprene,Elementary flows/emission/water,kg,elementary,,,
2089,false,c25b57e5-5d37-3475-bedb-db941f145fa3,Ethyl acetate,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2090,false,d73d14ac-f518-3668-90f2-615ef90d1907,Naphthalene,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2091,false,59228ff7-3499-3b1b-b6a8-1637dc52e811,Cesium,Elementary flows/emission/water/saline water body/ocean,kg,elementary,,,
2092,false,9a0fd2fa-b591-305d-8f06-3f2d6369757e,Antimony,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2093,false,5d90b6df-cc4c-3804-9bcc-82a9a0cf66b7,Strontium-89,Elementary flows/emission/water,kBq,elementary,,,
2094,false,c7830feb-5bbe-3d2a-8063-daf5cc3086b7,Borate,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2095,false,0efdeaa0-9e41-33eb-8e58-a06418344693,N-Methyl-2-pyrrolidone,Elementary flows/emission/water,kg,elementary,,,
2096,false,aeb4d82e-3cd4-3b2b-bfc8-1e681d93d211,Linuron,Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
2097,false,136c89cc-8f16-3096-a60b-d4d27b8eb1f0,Propiconazole,Elementary flows/emission/water,kg,elementary,,,
2098,false,3ec75398-000e-36c6-aa51-bed23a79beba,Dibromomethane,Elementary flows/emission/ground,kg,elementary,,,
2099,false,ff2d1184-9cf1-3dab-bdab-00a37563f69a,Magnesium,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2100,false,50751b5f-5846-3381-897e-a4e2c4bc6b5e,Furan,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2101,false,4c9db573-de0a-3bc6-a09e-6f4f41f74913,Antimony,Elementary flows/emission/air/stratosphere,kg,elementary,,,
2102,false,f78e1bc3-619c-3fa1-aee8-77c3e3f1d24b,Chlorothalonil,Elementary flows/emission/air,kg,elementary,,,
2103,false,c9a44cef-09e7-3ccb-ad01-1e384c3ee8af,"Energy, heat",Elementary flows/emission/ground,MJ,elementary,,,
2104,false,9f3c1470-b490-3a49-b2f1-602dcf8ed679,Pirimicarb,Elementary flows/emission/air,kg,elementary,,,
2105,false,592fa548-20aa-36e9-b703-68be0ff6f30a,Propionaldehyde,Elementary flows/emission/air,kg,elementary,,,
2106,false,a9566675-8e9d-3a06-bf9c-881fff502772,"Energy, heat",Elementary flows/emission/air/stratosphere,MJ,elementary,,,
2107,false,a9459075-b559-3ba2-af22-c01ff32230b4,Benzene,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2108,false,e14c5e4b-5322-3c59-8812-e631a8fb9fe2,Technetium-99,Elementary flows/emission/ground,kBq,elementary,,,
2109,false,cb8f8925-a811-38ff-b19f-85377dc28de0,Cobalt,Elementary flows/emission/ground,kg,elementary,,,
2110,false,4058f173-6364-3924-b794-e821cc1ab514,Acrylic acid,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2111,false,7169740f-952b-3864-af69-483bcb660d07,Nitrogen dioxide,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2112,false,d2f54c81-a502-3f4e-a174-145f66b47143,Thorium-234,Elementary flows/emission/water,kBq,elementary,,,
2113,false,b95121cf-ac27-306d-88e4-94a160ab28c9,Methyl acrylate,Elementary flows/emission/air,kg,elementary,,,
2114,false,def86a3c-45ba-3386-8797-17c802c2b42a,Cyanoacetic acid,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2115,false,4008b76b-c045-3b8b-98b9-eb4241959b7d,Hi-Sol 10,Elementary flows/emission/air,kg,elementary,,,
2116,false,c128dfdb-e9be-3ea3-b64e-a27ba8d81d23,"1,2,4-Trimethylbenzene",Elementary flows/emission/ground,kg,elementary,,,
2117,false,6cac9c90-30da-37e8-8227-11224b8baa61,Ethylamine,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2118,false,598651d7-1c0d-3993-9ea8-f00ac2a086a0,Beta Cypermethrin,Elementary flows/emission/ground,kg,elementary,,,
2119,false,fc96f55d-400d-3559-8aaf-af0ae0d1e2f9,Orthophosphate,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2120,false,57d917f3-6a50-3762-a6ee-6b0c580cc9f5,Silicon,Elementary flows/emission/ground/human-dominated/industrial,kg,elementary,,,
2121,false,10764fbe-fc2b-3c87-930f-c64b91c4a3fe,Monocrotophos,Elementary flows/emission/ground/human-dominated/agricultural,kg,elementary,,,
2122,false,60b4cfa4-c1af-3662-96d6-43c2b69bff6f,"2,4,5-T",Elementary flows/emission/water,kg,elementary,,,
2123,false,862a331a-18aa-3acf-be65-b299d40f7dd0,"Sulfonic acids, C13-17-sec-alkane, sodium salts",Elementary flows/emission/water,kg,elementary,,,
2124,false,5c8e293a-4009-30d8-a003-43add9e779f7,Asbestos,Elementary flows/emission/air,kg,elementary,,,
2125,false,c19325cf-8ba0-34b3-b560-7e2db346d382,Polycyclic organic matter,Elementary flows/emission/air,kg,elementary,,,
2126,false,583cfbf3-e4c8-38da-827b-2aced8123a8f,Hexanoic acid,Elementary flows/emission/water,kg,elementary,,,
2127,false,0c8c9877-5938-36dd-910b-48daed6913e1,Decane,Elementary flows/emission/water,kg,elementary,,,
2128,false,22a748f7-9dfa-3daf-a9be-23daae0a26eb,Nitrate,Elementary flows/emission/ground/human-dominated/industrial,kg,elementary,,,
2129,false,54f1ef9f-4cf2-3330-b220-8cb4ef38baa9,Chloroethane,Elementary flows/emission/water/fresh water body/river,kg,elementary,,,
2130,false,83b0c293-eb96-30ba-aaae-942531c0972f,Vanadium,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2131,false,d1cfa86a-a826-37d5-9319-b3ccacc88945,Captan,Elementary flows/emission/air,kg,elementary,,,
2132,false,7a74aeb4-75d4-3f3b-b53a-63acf571ac8c,Manganese,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2133,false,95a1e27a-9f1f-3893-8509-9c730d438f5a,Chlorate,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2134,false,b2661705-4693-3796-b582-f598499b4157,Dibenzothiophene,Elementary flows/emission/water,kg,elementary,,,
2135,false,42e83ec5-b529-3afa-92be-9f5b1cf0122c,Chromium(VI),Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2136,false,353e6910-49e1-37f0-9714-be46e80c66b7,Benzene,Elementary flows/emission/air/troposphere/rural,kg,elementary,,,
2137,false,802eba53-686b-3eb5-ad78-1ff3de458590,"Benzene, C4",Elementary flows/emission/air,kg,elementary,,,
2138,false,11a87634-d3a9-31a9-bd33-8d60b9f0f4d4,Nitrogen,Elementary flows/emission/ground,kg,elementary,,,
2139,false,cfebaa84-b971-368e-b601-edc2d721835a,Copper,Elementary flows/emission/water/subterranean,kg,elementary,,,
2140,false,04f00b74-6e02-3050-8798-9a2230198793,Cadmium,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2141,false,86ada800-0f49-3d36-aeb7-607b9cb4bd73,Anthracene,Elementary flows/emission/water/subterranean/fresh water body,kg,elementary,,,
2142,false,57415f54-b291-3014-aeec-d3225e035a9d,1-Pentene,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2143,false,4737b863-9a09-35e4-9e02-0bcb49bf42c8,Selenium,Elementary flows/emission/air/troposphere/urban,kg,elementary,,,
2144,false,4826bcb5-1a85-3335-95a8-444086be07b4,Ethoprop,Elementary flows/emission/air,kg,elementary,,,
2145,false,73c7e092-2c23-39b6-a158-0d29e73f8910,Folpet,Elementary flows/emission/air,kg,elementary,,,
2146,false,2334864d-02b1-3a8d-b4bd-d39042917867,Manganese,Elementary flows/emission/air/stratosphere,kg,elementary,,,
2147,false,eb5de0d6-2918-3121-8f27-2915ca889244,Propiconazole,Elementary flows/emission/air,kg,elementary,,,
2148,false,a6317c2a-8158-37db-bb2c-5ae4b1219d44,Anthracene,Elementary flows/emission/ground,kg,elementary,,,
2149,false,583d46c1-5a74-3c4e-9a41-06c622dec66f,Linuron,Elementary flows/emission/air,kg,elementary,,,
2150,false,bc5fb7f9-280e-3888-9d3c-2cc000809dce,Hydrofluoric acid,Elementary flows/emission/ground,kg,elementary,,,
2151,false,d6011744-04ee-31f6-b35a-57ba4ccf6bb4,Antimony-124,Elementary flows/emission/water,kBq,elementary,,,
2152,false,9c75fe3f-354c-33b4-b5d4-b88198daa2d1,Epichlorohydrin,Elementary flows/emission/air,kg,elementary,,,
2153,false,0501237a-01ce-3d48-b5b2-686a0b538bcc,Azoxystrobin,Elementary flows/emission/ground,kg,elementary,,,
2154,false,e169f5f8-18bf-33b2-94d6-7c95d5a83259,Tin,Elementary flows/emission/water,kg,elementary,,,
