biomass type,2030,2050,2070,2100
Woody,0,2.724029165,2.337246446,21.26920264
Maize,2.363244738,0,15.02515573,9.115372562
Sugarcane,1.946201549,1.442133087,0,0
Grassy,13.62341084,57.6853235,111.3629189,112.6016611
Residues,36.76158482,108.9611666,116.8623223,70.89734215
