biomass type,2030,2050,2070,2100
Woody,0,0,1.81307136,1.534785988
Maize,0.611911584,5.751113069,6.993275246,5.919888813
Sugarcane,0.5039271868,1.578736921,0,0
Grassy,7.558907802,47.36210763,76.78890466,121.8800638
Residues,7.13896848,55.91359928,72.5228544,76.73929942
