biomass type,2030,2050,2070,2100
Woody,0,1.38452722,1.692199936,5.424312124
Maize,0.917867376,1.780106426,0,3.487057794
Sugarcane,0.7558907802,1.465969998,0,0
Grassy,11.3383617,73.2984999,71.66964435,100.5093129
Residues,10.70845272,33.22865329,67.68799744,94.92546216
